column,count,mean,std,min,25%,median,75%,max,missing
volume_m3,1119.0,2927.9445933869524,1367.8580746886232,503.0,1767.0,2901.0,4075.0,5437.0,0
slope_deg,1119.0,45.35567470956211,8.81018486206457,30.0,38.0,45.0,53.0,60.0,0
potential_energy_MJ,1119.0,2792.650580875782,1391.7781731808725,381.0,1637.5,2673.0,3843.5,6178.0,0
plastic_energy_MJ_front,1119.0,572.3409786075568,239.69904747721716,0.046561386,366.0328748,720.932717,772.46612855,786.9559581,0
plastic_energy_MJ_rear,1119.0,453.94072744378906,224.45867104572287,16.16531058,248.7251431,498.3220876,664.1977273,774.8835204,0
sleout_energy_max_J,1119.0,17393404.37890974,8101891.818722307,749500.0,10590000.0,18900000.0,23015000.0,36020000.0,0
impact_duration_s,1119.0,4.53124761757462,0.6804402063483294,2.735998869,4.105499983,4.468999863,4.9815012215,6.316000223,0
rcforce_force_max_N,1119.0,21975029.54180518,4424486.034846142,10624254.0,18381807.665,21607827.6,25067313.56,35669833.92,0
rcforce_impulse_Ns,1119.0,4395829.039145487,2019615.0077845736,259938.2495,2647710.7290000003,4654940.621,6107394.868000001,9912695.923,0
