folder,volume_m3,slope_deg,potential_energy_MJ,plastic_energy_MJ_front,plastic_energy_MJ_rear,sleout_energy_max_J,impact_duration_s,rcforce_force_max_N,rcforce_impulse_Ns
251210_new_batch\batch_18\N031_V4790_PE4425_43deg,4790,43,4425,772.561203482518,733.8219356104181,24950000.0,5.078999996199999,34196461.33333333,7572197.052772695
251210_new_batch\batch_18\N032_V1679_PE1629_45deg,1679,45,1629,353.8022071135962,221.6903003121726,9832000.0,3.9980008602,23021162.166666664,2426981.06464168
251210_new_batch\batch_18\N033_V3968_PE4480_57deg,3968,57,4480,774.3545253882278,620.410969924592,21520000.0,4.963000774399999,16382390.791666666,5431583.778998333
251210_new_batch\batch_18\N034_V1801_PE1614_41deg,1801,41,1614,379.7443102990268,326.63291620579406,11770000.0,4.693999290500001,25198035.875,3074351.476756007
251210_new_batch\batch_18\N035_V3887_PE3531_42deg,3887,42,3531,779.5812788454228,713.4261992438528,32380000.0,4.9830002784,21914726.33333333,6597041.499151384
251210_new_batch\batch_18\N036_V2160_PE1764_37deg,2160,37,1764,337.55386491324754,247.25680294942495,9133000.0,4.886001348500001,25749762.416666664,2324946.499766332
251210_new_batch\batch_18\N037_V2511_PE2565_49deg,2511,49,2565,577.37841426618,561.4349710951514,20390000.0,4.1620001793000005,20232628.208333336,5538665.836301855
251210_new_batch\batch_18\N038_V2605_PE2819_54deg,2605,54,2819,603.6160016494185,438.7687762077381,17230000.0,4.343000888800001,15016644.083333332,4643387.033174076
251210_new_batch\batch_18\N039_V4970_PE5330_53deg,4970,53,5330,776.1064683393176,698.6914876773648,22950000.0,4.4780011177,18998422.80208333,5572259.503782794
251210_new_batch\batch_18\N040_V1247_PE971_34deg,1247,34,971,109.22500088430728,116.9490706093471,3803000.0,3.5129990578,26118696.0,1113029.5520634362
251210_new_batch\batch_18\N041_V2766_PE2554_43deg,2766,43,2554,765.1884428881825,558.18119898454,19700000.0,4.1539998055,19010653.33333333,4642016.211058944
251210_new_batch\batch_18\N042_V681_PE494_32deg,681,32,494,75.32466292181127,26.24142312926229,1934000.0,2.8249993324,22302300.375,617115.8309747519
251210_new_batch\batch_18\N043_V3600_PE3961_55deg,3600,55,3961,771.8637927936494,631.6688325288477,20030000.0,4.7659988403,30931502.0,6342898.656603944
251210_new_batch\batch_18\N044_V4242_PE4179_47deg,4242,47,4179,763.2507266977552,694.4895942709236,22790000.0,4.5850012303,28920072.0,6715385.780732781
251210_new_batch\batch_18\N045_V5197_PE3988_34deg,5197,34,3988,764.9852825638309,735.7031870134228,26790000.0,5.325998306300001,21927958.333333336,7973924.009114506
251210_new_batch\batch_18\N046_V1206_PE1310_54deg,1206,54,1310,328.0624393889639,252.1440226438503,9768000.0,4.409002304,16890194.3125,2616186.762408907
251210_new_batch\batch_18\N047_V2222_PE2421_54deg,2222,54,2421,678.0258889091762,606.3885773847236,20730000.0,4.3560006618,18007208.0,4532302.46445061
251210_new_batch\batch_18\N048_V2573_PE2315_42deg,2573,42,2315,617.6321708170051,530.0703084428433,18640000.0,4.644999027299999,31387778.666666664,4809199.476719591
260116_new_batch\batch_27\N002_V1370_PE1238_42deg,1370,42,1238,269.6115245165693,155.82412156579525,7149000.0,3.7249991894,16818037.333333332,1491063.07981516
260116_new_batch\batch_27\N004_V5135_PE5558_54deg,5135,54,5558,759.2891973078879,632.9633105843056,22200000.0,4.7730009556,23825810.666666664,6217073.855049124
260116_new_batch\batch_27\N006_V5034_PE5335_52deg,5034,52,5335,770.3529704563797,641.5167522872753,21460000.0,4.0589997768,25005880.0,6636788.389617823
260116_new_batch\batch_27\N007_V1129_PE1049_42deg,1129,42,1049,171.63746261640816,185.4711233538569,6208000.0,4.7830009460000005,24769440.95051933,1636167.4887886296
260116_new_batch\batch_27\N008_V4147_PE2872_30deg,4147,30,2872,727.4751092075163,581.6641406140889,22810000.0,5.982998609499999,19693198.666666664,6111537.424796505
260116_new_batch\batch_27\N010_V5264_PE4235_36deg,5264,36,4235,763.5849665142431,724.6907333894604,33820000.0,5.806000232700001,22345898.09896,7508246.622356922
260116_new_batch\batch_27\N011_V3252_PE3771_60deg,3252,60,3771,763.1427195444837,456.69008436267904,19370000.0,4.2709989548,23342201.58333333,5085742.409142302
260116_new_batch\batch_27\N012_V1552_PE1150_33deg,1552,33,1150,202.55946273708344,167.74315878831257,6528000.0,5.3470013142,25981364.86458333,2026492.46153095
260116_new_batch\batch_27\N014_V4302_PE4564_52deg,4302,52,4564,769.1043372449715,675.9605727169953,23320000.0,4.7220001221,23876469.33333333,6011333.910897639
260116_new_batch\batch_27\N015_V3629_PE3801_51deg,3629,51,3801,775.752185036863,669.2061977983162,22810000.0,4.5370001793,23014269.83333333,5696257.088164172
260116_new_batch\batch_27\N016_V2012_PE1907_44deg,2012,44,1907,364.6549302761344,299.28860593193247,12250000.0,3.3719990253,24203953.33333333,3089803.8900076896
260116_new_batch\batch_27\N017_V3908_PE2862_32deg,3908,32,2862,775.5834902927617,688.6084648056911,24660000.0,5.0570003986,19525655.166666664,5178198.182681968
260116_new_batch\batch_27\N018_V4526_PE4985_55deg,4526,55,4985,772.9955153662345,676.2770285101963,22900000.0,4.449000120100001,21512752.08333333,5145294.965583101
260116_new_batch\batch_27\N019_V4794_PE5550_60deg,4794,60,5550,784.557540034373,502.8071900576748,18790000.0,4.2339990139,25123098.0,5063963.286979325
260116_new_batch\batch_27\N020_V3328_PE3385_49deg,3328,49,3385,754.8573151032882,700.8472788085077,25000000.0,4.6050009728,16820675.25,6104024.091875469
260116_new_batch\batch_27\N021_V4452_PE4174_44deg,4452,44,4174,766.9619686000264,658.14775295259,23460000.0,4.6170010566,21497904.33333333,6843146.06763808
260116_new_batch\batch_27\N022_V908_PE878_45deg,908,45,878,192.85288770243727,46.48117491826142,3725000.0,3.6220002175,20353038.666666664,833873.2175579316
260116_new_batch\batch_27\N023_V3896_PE4292_55deg,3896,55,4292,766.7303946329167,636.4199312501137,20360000.0,4.7279999256,16196998.666666666,4684313.329627065
260116_new_batch\batch_27\N024_V5155_PE4601_41deg,5155,41,4601,767.0014038024187,768.2215277263425,27530000.0,5.359000921300001,29170844.0,8030709.027382269
260116_new_batch\batch_27\N025_V5354_PE3910_32deg,5354,32,3910,766.7662784957412,725.5811768823986,25610000.0,5.9029989243,23718096.0,7072306.5690998165
260116_new_batch\batch_27\N026_V4123_PE4113_48deg,4123,48,4113,709.8215181086445,674.4580946913155,23110000.0,4.9919998646,20744789.833333336,5414035.283839427
260116_new_batch\batch_27\N027_V3743_PE3335_41deg,3743,41,3335,782.1259022943964,706.2360727333559,30780000.0,5.228000402399999,19686952.791666664,6337856.849626806
260116_new_batch\batch_27\N028_V2261_PE2346_50deg,2261,50,2346,444.7345766460513,403.31857471876833,15690000.0,3.7409989834,19573709.197916664,3514922.978621512
260116_new_batch\batch_27\N029_V4961_PE5461_55deg,4961,55,5461,760.8640327294803,659.056329798502,21020000.0,4.2229990959,25872423.08333333,5489546.297489776
260116_new_batch\batch_27\N030_V1864_PE1481_36deg,1864,36,1481,293.64000325153114,87.30340527607947,7122000.0,4.1200001239,26319594.34896,2093067.039821928
260116_new_batch\batch_27\N031_V2613_PE1924_32deg,2613,32,1924,724.6675354120438,219.24241102350413,15780000.0,4.835999965699999,24840992.33333333,3666322.806811968
260116_new_batch\batch_27\N032_V1045_PE921_40deg,1045,40,921,135.91766087665678,140.2857534192237,5222000.0,4.0240011216,14471738.166666666,1248562.091296738
260116_new_batch\batch_27\N033_V1123_PE1170_52deg,1123,52,1170,278.8884564870661,187.22159384035288,8279000.0,3.7220008373,16497596.124999998,2131951.325807467
260116_new_batch\batch_27\N034_V715_PE583_37deg,715,37,583,76.77863510578345,51.64880408430151,2428000.0,3.1180000305,17993662.666666664,569066.0767303314
260116_new_batch\batch_27\N035_V3231_PE3645_58deg,3231,58,3645,763.3687420770109,509.9666802873263,18380000.0,4.6010012627,32096326.666666664,4746068.08060089
260116_new_batch\batch_27\N036_V4147_PE2958_31deg,4147,31,2958,782.6131555950977,652.5966778644439,25670000.0,6.2009997368,23845995.83333333,6174446.996385485
260116_new_batch\batch_27\N037_V4985_PE4848_46deg,4985,46,4848,758.6988251862037,730.8243677110275,23730000.0,4.517001152000001,30790204.14583333,7467469.097409999
260116_new_batch\batch_27\N038_V3855_PE4124_53deg,3855,53,4124,764.6014468459734,713.831067538743,22760000.0,4.2320001125,19831467.0,5613887.52893641
260116_new_batch\batch_27\N039_V4001_PE3369_38deg,4001,38,3369,783.7378027505571,710.393872297078,33580000.0,5.101998567599999,20013991.666666664,7126894.685657278
260116_new_batch\batch_27\N040_V3156_PE3363_52deg,3156,52,3363,738.9302174111433,604.8120796222117,19530000.0,4.5069990159,17899980.75,4944446.210929908
260116_new_batch\batch_27\N041_V5427_PE5743_52deg,5427,52,5743,658.3203545099892,539.7879905595224,20830000.0,4.1160008908,30548398.83333333,9912695.92345396
260116_new_batch\batch_27\N042_V784_PE865_54deg,784,54,865,98.95170261317026,78.89284624494853,4802000.0,4.308998107900001,16744160.0,1220345.1118664278
260116_new_batch\batch_27\N044_V813_PE691_38deg,813,38,691,131.46958746163045,78.17895424059488,3860000.0,4.1180007458,28667858.666666664,1305724.5452811052
260116_new_batch\batch_27\N045_V3477_PE2665_34deg,3477,34,2665,764.4294016309759,642.6749948638177,22010000.0,5.0730001926,19980285.33333333,5309245.899145735
260116_new_batch\batch_27\N046_V2922_PE3305_57deg,2922,57,3305,779.5822724347775,476.9620023157992,17450000.0,3.763999939,17802590.083333336,4096652.520919739
260116_new_batch\batch_27\N047_V2429_PE2509_50deg,2429,50,2509,601.2673360001509,585.3525277778123,16630000.0,3.9890019893,18928919.541666664,4010459.364302847
260116_new_batch\batch_27\N048_V3938_PE4327_55deg,3938,55,4327,769.9080593803898,623.5923454149115,19840000.0,4.870000124000001,16988185.166666664,5196935.950734162
260116_new_batch\batch_28\N001_V594_PE685_59deg,594,59,685,110.8436036792712,72.39700550259903,4966000.0,2.8069992065,13238274.666666666,982746.4369605136
260116_new_batch\batch_28\N003_V2493_PE2855_59deg,2493,59,2855,743.2750019472335,489.9312085146941,18390000.0,4.562999963799999,17888714.5,3964159.567180106
260116_new_batch\batch_28\N004_V2078_PE1514_32deg,2078,32,1514,326.8823184016885,220.48925433591373,9360000.0,6.264001369400001,25758349.33333333,3218435.6755142715
260116_new_batch\batch_28\N006_V4968_PE5115_50deg,4968,50,5115,778.7460460020577,679.3699752400161,23950000.0,5.3589999675,34519132.0,7068184.675401876
260116_new_batch\batch_28\N007_V1652_PE1316_36deg,1652,36,1316,255.38388564795383,136.12243622985633,6808000.0,4.309999704399999,15876452.18229,2255585.8957431507
260116_new_batch\batch_28\N008_V1603_PE1307_36deg,1603,36,1307,251.89374646693472,232.1605003547955,8129000.0,3.981001854,23439456.0,2227107.7735058675
260116_new_batch\batch_28\N010_V4881_PE5275_54deg,4881,54,5275,767.7606925035998,640.280314481858,21400000.0,4.3689999581,25536861.166666664,5795555.8102297
260116_new_batch\batch_28\N011_V3338_PE2558_34deg,3338,34,2558,783.0206443190318,573.4534063038637,21150000.0,5.348999738700001,20890705.854166668,5139759.176665967
260116_new_batch\batch_28\N012_V2902_PE3315_59deg,2902,59,3315,731.9971127419259,511.76719638999,19500000.0,4.2120008468000005,17126803.395833332,4165499.896799053
260116_new_batch\batch_28\N014_V1124_PE861_34deg,1124,34,861,131.90562691970192,80.92623560565308,3711000.0,4.237000226999999,25846282.73958333,1134756.253058307
260116_new_batch\batch_28\N015_V2215_PE1861_38deg,2215,38,1861,420.0366948127978,371.50089343664337,12250000.0,4.7249999047,24360785.0,3059286.441229894
260116_new_batch\batch_28\N017_V4218_PE4346_50deg,4218,50,4346,767.6491950231834,572.819199304364,21530000.0,4.3830001354,19959630.166666664,5435387.924193839
260116_new_batch\batch_28\N018_V797_PE756_44deg,797,44,756,68.30979880071551,86.18110170833383,3617000.0,3.6620001793,21441224.0,946136.6253273244
260116_new_batch\batch_28\N019_V4322_PE3311_34deg,4322,34,3311,778.4626168662936,697.9288931277964,33430000.0,6.0509989262,20046777.70833333,6365139.49221971
260116_new_batch\batch_28\N020_V2421_PE2774_59deg,2421,59,2774,768.8530140647339,410.75740835695296,16840000.0,3.9810011387,20326071.666666668,3746423.13929698
260116_new_batch\batch_28\N021_V2612_PE2418_43deg,2612,43,2418,670.1146127334005,515.6527706970747,19180000.0,4.3929989338,25259581.33333333,4222751.595494725
260116_new_batch\batch_28\N022_V933_PE742_35deg,933,35,742,123.84310793063308,110.83419652546264,4446000.0,4.3669991493,19542869.18229333,1302410.6105559005
260116_new_batch\batch_28\N024_V3349_PE2575_34deg,3349,34,2575,755.9082007623698,537.8266993519934,20670000.0,4.704000472999999,21646366.25,5366868.956619553
260116_new_batch\batch_28\N025_V4666_PE3755_36deg,4666,36,3755,785.8209378783785,697.7323571872704,30630000.0,5.8259999752,20274805.25,6503322.5601181
260116_new_batch\batch_28\N027_V3870_PE4399_58deg,3870,58,4399,780.9687614061465,643.5465924765763,22120000.0,4.3900020122,23527843.166666664,5816273.610431901
260116_new_batch\batch_28\N028_V1427_PE1666_60deg,1427,60,1666,435.1018799718415,317.0204394808797,11940000.0,4.2320001125,18935197.45833333,2863683.908941525
260116_new_batch\batch_28\N029_V3331_PE3528_52deg,3331,52,3528,769.6408741574743,664.7741433416237,21950000.0,3.9229998589,27453432.08333333,5994169.492250885
260116_new_batch\batch_28\N030_V3443_PE3771_55deg,3443,55,3771,773.5176602845149,646.6758597025656,20730000.0,4.563999176099999,22473623.666666664,6442825.238547727
260116_new_batch\batch_28\N031_V3003_PE2783_43deg,3003,43,2783,760.0016011904445,578.9219006357413,22960000.0,4.442000866,26351336.46875,4407982.195765918
260202_batch_37_38\batch_37\N000_V4171_PE3571_39deg,4171,39,3571,784.5732637812762,713.5036345794238,33410000.0,5.4479997158,15878566.770833334,6325660.080953104
260202_batch_37_38\batch_37\N001_V3601_PE3602_48deg,3601,48,3602,772.0981754585029,670.1997759963946,23790000.0,4.306999921799999,17661461.541666664,4889345.651305594
260202_batch_37_38\batch_37\N002_V2714_PE2287_38deg,2714,38,2287,676.3839800533593,509.0605690565573,18380000.0,5.090998888,25431715.96875,4244125.646973091
260202_batch_37_38\batch_37\N003_V1741_PE1902_55deg,1741,55,1902,434.7799027653189,499.57995667692126,14950000.0,3.8029999733,17749253.833333332,3191195.623822232
260202_batch_37_38\batch_37\N004_V4958_PE4089_37deg,4958,37,4089,759.1165931562986,727.1424221827727,35420000.0,5.7539999485,16779765.25,7004346.27410483
260202_batch_37_38\batch_37\N005_V4555_PE5049_56deg,4555,56,5049,772.3835771340802,687.554723073177,21730000.0,4.9749999046,22875886.791666664,7062021.372296634
260202_batch_37_38\batch_37\N006_V2348_PE2318_47deg,2348,47,2318,674.9444648919851,418.4389797533337,17590000.0,5.081001043300001,19941009.666666668,4460866.72365958
260202_batch_37_38\batch_37\N007_V1137_PE1002_40deg,1137,40,1002,68.6133666885916,94.73900914563252,3426000.0,3.8719990254,23640689.46875,1057703.4906675972
260202_batch_37_38\batch_37\N008_V4637_PE3904_38deg,4637,38,3904,777.554030897813,747.6654087256618,28590000.0,5.258000373900001,28010120.666666664,6158704.879838536
260202_batch_37_38\batch_37\N009_V3471_PE3251_44deg,3471,44,3251,782.9391789966099,662.7652120870212,25120000.0,4.5499999523,16784307.083333332,5833690.336820874
260202_batch_37_38\batch_37\N011_V5399_PE5084_44deg,5399,44,5084,767.2106099620453,710.1849924194775,25220000.0,5.592998743000001,21087245.33333333,7536934.485331019
260202_batch_37_38\batch_37\N012_V3312_PE3553_53deg,3312,53,3553,778.4094783446457,652.4934584945562,21440000.0,5.2620017529,19962680.33333333,5634156.499516545
260202_batch_37_38\batch_37\N013_V4812_PE5211_54deg,4812,54,5211,771.4509182485255,566.568584071496,20130000.0,4.634000063,22900900.35156333,5562930.481095313
260202_batch_37_38\batch_37\N014_V3522_PE3570_49deg,3522,49,3570,779.2910268515651,728.5999574561112,24430000.0,4.7820000649,18682281.33333333,6854394.720528614
260202_batch_37_38\batch_37\N015_V1302_PE1036_35deg,1302,35,1036,189.2689462446017,85.94532068373195,5285000.0,5.1820006371,24577544.0,1680786.1727501513
260202_batch_37_38\batch_37\N016_V2244_PE2191_46deg,2244,46,2191,547.0632338669437,498.3220876035905,17700000.0,4.7199990749,22242103.75,3779771.2227367815
260202_batch_37_38\batch_37\N017_V3050_PE2911_45deg,3050,45,2911,773.0245621431853,635.2707925741199,21980000.0,4.3469991684,25059755.291666664,5199465.103201188
260202_batch_37_38\batch_37\N018_V4271_PE3291_34deg,4271,34,3291,778.984988198716,723.4273679914131,34310000.0,5.5249984265,17785409.625,6614871.883620046
260202_batch_37_38\batch_37\N019_V851_PE955_55deg,851,55,955,162.48166925929715,153.01502759748047,7289000.0,2.735998869,16075778.375,1624172.623204543
260202_batch_37_38\batch_37\N020_V4121_PE4493_54deg,4121,54,4493,780.818760319321,645.2276486175497,22000000.0,4.5629999637,33423126.666666664,6297032.313538348
260202_batch_37_38\batch_37\N021_V1709_PE1280_33deg,1709,33,1280,336.6090965905917,190.54644242518123,7900000.0,4.5230002403,25290301.416666668,1766169.564963771
260202_batch_37_38\batch_37\N022_V3440_PE2773_36deg,3440,36,2773,782.3989026922209,650.9493647539572,24570000.0,5.2360012531,20776635.77604,5839051.639994407
260202_batch_37_38\batch_37\N023_V2425_PE2528_51deg,2425,51,2528,471.8618063802323,621.6037326718395,18970000.0,5.134997844700001,17621896.333333332,4475866.608016231
260202_batch_37_38\batch_37\N024_V3091_PE2904_44deg,3091,44,2904,774.9198682235133,620.0301341841952,22650000.0,4.730000019,19055037.958333336,5533668.995198329
260202_batch_37_38\batch_37\N025_V1831_PE1661_42deg,1831,42,1661,380.206126176509,267.93104545156257,10770000.0,4.128000021,26681593.125,2545172.5596198244
260202_batch_37_38\batch_37\N026_V2946_PE3317_58deg,2946,58,3317,713.9081461178926,471.6124537211467,17960000.0,3.7269990444,16279215.833333332,4586882.488290784
260202_batch_37_38\batch_37\N027_V4100_PE3598_40deg,4100,40,3598,782.8167946843097,745.8212062776386,33170000.0,5.1239988804,16230598.25,6315573.582434522
260202_batch_37_38\batch_37\N028_V3978_PE4360_55deg,3978,55,4360,771.1585293133603,666.7223849023633,23830000.0,4.503000736200001,19650554.33333333,5518872.660532031
260202_batch_37_38\batch_37\N029_V4102_PE4551_56deg,4102,56,4551,773.4801685232396,678.8349654376952,22810000.0,4.3580009937,34352432.0,6654159.351962164
260202_batch_37_38\batch_37\N030_V1865_PE1940_51deg,1865,51,1940,413.19018354836487,321.75016296900685,13330000.0,4.1499991417,18599377.0,3448379.1464145523
260202_batch_37_38\batch_37\N031_V5035_PE5413_53deg,5035,53,5413,772.8709377410778,635.7547420457773,21730000.0,4.768999815000001,26156232.0,5645214.662125637
260202_batch_37_38\batch_37\N034_V1549_PE1606_50deg,1549,50,1606,415.3136117612681,218.972592558946,11030000.0,3.4219999314,19332558.33333333,2963737.304335861
260202_batch_37_38\batch_37\N035_V2402_PE2568_53deg,2402,53,2568,630.3858309845999,556.5115249873486,18900000.0,4.6250002384,15509057.333333332,4604480.969223736
260202_batch_37_38\batch_37\N036_V4737_PE5259_56deg,4737,56,5259,766.964966248858,542.1478577583358,19770000.0,4.618999004400001,25748975.666666664,6301606.570398739
260202_batch_37_38\batch_37\N037_V4366_PE3191_32deg,4366,32,3191,780.7434075232532,673.44944313504,27380000.0,6.2180001736,24043885.33333333,6240410.6474928735
260202_batch_37_38\batch_37\N038_V4152_PE3401_37deg,4152,37,3401,781.9474834941135,707.1137241883317,27850000.0,5.228999137900001,21593804.19271,6700835.082878979
260202_batch_37_38\batch_37\N039_V4589_PE4593_48deg,4589,48,4593,774.480524565719,697.2228454397713,32270000.0,4.9980010986,19001616.0,6522092.727260602
260202_batch_37_38\batch_37\N041_V2738_PE2934_53deg,2738,53,2934,684.5743809950094,586.8894926346094,20570000.0,5.0010008812,15850576.25,4295208.825544945
260202_batch_37_38\batch_37\N042_V1661_PE1213_32deg,1661,32,1213,180.0250675660848,188.2862441350715,6731000.0,5.720000743900001,26123856.0,2148690.88212316
260202_batch_37_38\batch_37\N043_V1174_PE813_30deg,1174,30,813,190.83711938539452,40.11501815593234,4353000.0,4.2829999924,20929933.33333333,1581112.64252842
260202_batch_37_38\batch_37\N044_V1373_PE1138_37deg,1373,37,1138,152.63170476332948,181.7013731195385,5503000.0,4.3560009003,25508775.875,1628805.750803007
260202_batch_37_38\batch_37\N046_V1375_PE1276_43deg,1375,43,1276,273.0265400207409,155.53553949422647,7574000.0,4.479998827,26416770.83333333,2102477.30200366
260202_batch_37_38\batch_37\N047_V1827_PE1817_48deg,1827,48,1817,333.1195217848687,293.81858052235174,11300000.0,4.626999855099999,18981393.666666664,2718352.4200492026
260202_batch_37_38\batch_37\N049_V4873_PE5527_58deg,4873,58,5527,763.1340801958169,492.6192214019521,19860000.0,4.5359990597,19580195.6875,5802998.979843804
260202_batch_37_38\batch_37\N051_V5075_PE4609_42deg,5075,42,4609,769.3746813960865,698.8338730254764,27320000.0,5.2619998455,17977797.0,7104662.7995358175
260202_batch_37_38\batch_37\N052_V4688_PE5352_59deg,4688,59,5352,775.7132055193215,547.4842190749928,19420000.0,4.2789998055,22800277.291666664,5171227.646960316
260202_batch_37_38\batch_37\N053_V2704_PE2807_50deg,2704,50,2807,723.4292461704862,565.6573391914852,19390000.0,4.018000841099999,18980943.291666664,4779505.505481452
260202_batch_37_38\batch_37\N054_V2301_PE2175_44deg,2301,44,2175,381.07048781133534,265.9545279769603,11130000.0,4.9860019684,25666920.0,2744732.0725354063
260202_batch_37_38\batch_37\N055_V3409_PE3771_56deg,3409,56,3771,765.2343714585772,476.5649793913028,19170000.0,4.5330009461,30439886.666666664,5359944.431373835
260202_batch_37_38\batch_37\N056_V3655_PE3875_52deg,3655,52,3875,779.7624945812256,635.0649627425826,22120000.0,4.1010000706,23408931.33333333,6212344.815322628
260202_batch_37_38\batch_37\N057_V2497_PE2676_53deg,2497,53,2676,759.2981155170711,424.8532137368423,17200000.0,4.290998935699999,26486623.33333333,3995973.6849334585
260202_batch_37_38\batch_37\N059_V1916_PE1990_51deg,1916,51,1990,502.2643734653213,405.4251711496248,13880000.0,4.436001300799999,18464264.0,3534127.985128401
260202_batch_37_38\batch_37\N061_V4516_PE3378_33deg,4516,33,3378,777.4172824520149,705.9034121996244,29280000.0,5.776999950399999,30836410.0,7019026.319650914
260202_batch_37_38\batch_37\N062_V2382_PE2167_42deg,2382,42,2167,718.6015411839566,466.1296059870774,18010000.0,3.9740011692,23034458.1875,3790150.8167369375
260202_batch_37_38\batch_37\N063_V3952_PE3336_38deg,3952,38,3336,762.1175396104697,722.1446516947452,25940000.0,5.565999269500001,32951491.75,6877408.445409498
260202_batch_37_38\batch_37\N064_V3936_PE3316_38deg,3936,38,3316,778.4044849053314,728.2817450252131,33330000.0,4.9290003776,18254746.0,6807282.4248855645
260202_batch_37_38\batch_37\N065_V2517_PE2907_60deg,2517,60,2907,767.7595594816258,444.62955803800617,18590000.0,4.263000249799999,29968152.666666664,4617300.03966634
260202_batch_37_38\batch_37\N067_V4207_PE4441_52deg,4207,52,4441,778.5350712776834,680.9181686356095,23640000.0,5.5529999733,20444137.666666664,6728110.708120218
260202_batch_37_38\batch_37\N068_V3022_PE2396_35deg,3022,35,2396,700.093268947993,487.4349764101941,18650000.0,5.2040007114,21443028.45833333,4651945.405688753
260202_batch_37_38\batch_37\N069_V2718_PE3072_57deg,2718,57,3072,731.2495106899217,420.9923674900149,17260000.0,4.413000822100001,18258268.25,4941664.301134369
260202_batch_37_38\batch_37\N070_V996_PE952_44deg,996,44,952,162.43460107577602,130.3456065996889,5512000.0,4.3350009918,24289672.17708333,1212433.1014977037
260202_batch_37_38\batch_37\N071_V4645_PE4299_43deg,4645,43,4299,769.4006496217553,717.9567244496453,24830000.0,4.7840001583000005,27464510.0,6585455.819023512
260202_batch_37_38\batch_37\N072_V825_PE686_37deg,825,37,686,80.50802797698937,65.54911989965916,3293000.0,4.680999755899999,23881165.33333333,913571.350207882
260202_batch_37_38\batch_37\N073_V4652_PE3833_37deg,4652,37,3833,770.4402120822634,713.7568096006519,25320000.0,5.2120022774,28219936.666666664,6605321.626998188
260202_batch_37_38\batch_37\N074_V832_PE699_38deg,832,38,699,77.20822069237754,114.63411936270742,3965000.0,4.797000885,28495133.33333333,1267794.622634082
260202_batch_37_38\batch_37\N075_V3381_PE3235_45deg,3381,45,3235,782.7057475706929,698.7237270418229,24830000.0,5.2650010586,26191003.33333333,6184577.746368399
260202_batch_37_38\batch_37\N076_V2109_PE2281_53deg,2109,53,2281,619.7356031399131,392.8599776846442,16630000.0,4.5499999523,15629457.333333332,3619599.740890943
260202_batch_37_38\batch_37\N077_V1358_PE1422_51deg,1358,51,1422,430.82005496991286,176.3084672542489,10360000.0,4.1740019321,17542106.666666664,2375325.201204891
260202_batch_37_38\batch_37\N078_V3482_PE3875_57deg,3482,57,3875,775.2740237052469,624.1863620043725,20550000.0,4.838999986699999,18436641.83333333,5179975.022042545
260202_batch_37_38\batch_37\N079_V673_PE689_48deg,673,48,689,117.5615032871858,65.34256955136985,3341000.0,3.4220011235,17428741.1875,940579.3067075072
260202_batch_37_38\batch_37\N080_V860_PE615_31deg,860,31,615,57.338099256960064,62.08399889660025,2819000.0,5.3570003509,26378157.041666664,1140985.3380449065
260202_batch_37_38\batch_37\N081_V3231_PE3562_55deg,3231,55,3562,779.4973953742822,576.6628310365859,19600000.0,4.4409992695,27133622.0,5130781.452879475
260202_batch_37_38\batch_37\N082_V1761_PE1661_44deg,1761,44,1661,518.3879760743685,260.32699311195245,12650000.0,5.0040011406,23128592.58333333,2745593.0231406568
260202_batch_37_38\batch_37\N083_V2932_PE2248_34deg,2932,34,2248,641.0940449359867,477.4556062733252,17760000.0,5.294000148799999,18660323.375,4106536.819283805
260202_batch_37_38\batch_37\N084_V2434_PE2475_49deg,2434,49,2475,694.2446020251937,531.7563208802468,18090000.0,3.0930020809000003,17808923.083333332,3703675.583078656
260202_batch_37_38\batch_37\N085_V3931_PE3837_46deg,3931,46,3837,782.7162997256439,686.8749290137237,24270000.0,4.4340012074,32697992.666666664,6932629.624503071
260202_batch_37_38\batch_37\N086_V2465_PE2795_57deg,2465,57,2795,654.5906264357129,338.5189003590185,14810000.0,4.0729999543,17568074.666666664,3927815.106494133
260202_batch_37_38\batch_37\N088_V1920_PE1563_36deg,1920,36,1563,363.4882389383714,206.00928637991103,9014000.0,4.2899999618,26933889.28125,2182254.652034373
260202_batch_37_38\batch_37\N091_V856_PE823_45deg,856,45,823,165.07544147619615,81.85576502783329,4495000.0,3.0590012074,21880257.313802,1394027.0637388262
260202_batch_37_38\batch_37\N092_V1625_PE1741_53deg,1625,53,1741,395.2944433556714,292.28293785681416,11800000.0,4.2150011063,16740503.333333332,2720613.211409005
260202_batch_37_38\batch_37\N094_V503_PE424_38deg,503,38,424,84.1504353531504,27.89033856396861,2293000.0,3.5420002938,19002751.166666668,533848.1741820553
batches_251228\batch_19\N000_V3435_PE3792_55deg,3435,55,3792,742.3116066968586,551.5221607378894,20050000.0,4.5480008125,23650618.166666664,6072466.692585581
batches_251228\batch_19\N001_V2845_PE2585_42deg,2845,42,2585,650.1205831409903,572.7128911941957,20160000.0,4.284001112,19689900.08333333,4806724.246588576
batches_251228\batch_19\N002_V1186_PE1278_53deg,1186,53,1278,257.55866422295463,225.9017032739192,9932000.0,3.3240001202,30933088.0,2491802.9236515714
batches_251228\batch_19\N003_V3538_PE3832_54deg,3538,54,3832,772.5834526460682,591.365759296418,19770000.0,4.382999897,14262602.59896,4779078.222598501
