folder,volume_m3,slope_deg,potential_energy_MJ,plastic_energy_MJ_front,plastic_energy_MJ_rear,sleout_energy_max_J,impact_duration_s,rcforce_force_max_N,rcforce_impulse_Ns
batches_251228\batch_22\N049_V1842_PE1960_52deg,1842,52,1960,328.89078236588927,428.8999886697722,13810000.0,3.9570000172,20292696.166666664,3350193.3815358104
batches_260130\batch_31\N000_V3829_PE4241_56deg,3829,56,4241,772.285115525493,644.4362980039434,21010000.0,4.3139998913,20145169.958333336,6394184.563529819
batches_260130\batch_31\N001_V1811_PE2064_59deg,1811,59,2064,577.513087634316,352.4159464346302,13640000.0,4.390999794,14829275.916666666,2942580.4495318565
batches_260130\batch_31\N002_V2861_PE2349_37deg,2861,37,2349,651.8373374864163,329.381129146808,14420000.0,4.1610012054,24777418.64583333,3171412.566001911
batches_260130\batch_31\N003_V2303_PE2673_59deg,2303,59,2673,482.6191679563517,487.26529696639466,14770000.0,3.4179987907,17217662.833333332,4018325.996847157
batches_260130\batch_31\N004_V922_PE1009_55deg,922,55,1009,289.8456167248052,122.17623757153451,7702000.0,4.2320001125,15502987.166666664,1948537.1666733664
batches_260130\batch_31\N005_V1340_PE1421_53deg,1340,53,1421,353.5152948995803,255.79140557856152,11020000.0,4.9050011634,17077978.0,2584119.900058072
batches_260130\batch_31\N006_V1983_PE1392_31deg,1983,31,1392,238.99544044987204,154.45734175244263,6944000.0,5.418000698100001,23309479.8125,2271286.216874182
batches_260130\batch_31\N007_V612_PE451_33deg,612,33,451,28.61403129919829,49.54824488604824,1710000.0,3.9970011711,12526287.5625,458847.5775561953
batches_260130\batch_31\N008_V3292_PE3485_52deg,3292,52,3485,770.4582230705811,568.4206559320392,22100000.0,4.2450010776,15711442.083333332,5387097.134997632
batches_260130\batch_31\N009_V5294_PE5996_58deg,5294,58,5996,738.8785647157036,450.216985221317,19800000.0,4.1970000267,29718353.416666664,6245203.59905701
batches_260130\batch_31\N010_V3352_PE3844_59deg,3352,59,3844,757.3616504198106,440.3681880253053,18600000.0,4.3389999866,31995928.666666664,5200505.481209351
batches_260130\batch_31\N011_V4811_PE5114_52deg,4811,52,5114,773.7346068937557,709.5901826936208,25230000.0,4.4979987145,20915684.666666668,6085141.580906425
batches_260130\batch_31\N012_V5060_PE3792_33deg,5060,33,3792,764.103323180266,738.7283926135858,28950000.0,5.7379980087,17307368.447916664,7864378.187503008
batches_260130\batch_31\N013_V3652_PE3021_37deg,3652,37,3021,778.902640692401,657.1815005679423,22980000.0,5.6190004348,23307720.0,5484954.302311739
batches_260130\batch_31\N014_V3465_PE4028_60deg,3465,60,4028,775.3129542236925,415.8781439278017,17890000.0,4.3929989338,28607885.33333333,4095126.993453882
batches_260130\batch_31\N015_V920_PE632_30deg,920,30,632,66.03580265719656,31.26950302736361,2218000.0,5.1939997673,22208040.0,994470.8128739432
batches_260130\batch_31\N016_V5010_PE4204_38deg,5010,38,4204,772.6379130774823,693.6305678365785,27620000.0,5.5679988861,35669833.92187333,8274707.662163274
batches_260130\batch_31\N017_V1029_PE1126_55deg,1029,55,1126,286.043566280597,162.54417862896162,8279000.0,3.5300018787000003,17577452.375,2214981.5389917875
batches_260130\batch_31\N018_V2516_PE2487_47deg,2516,47,2487,639.4233313451093,524.5329988357477,19820000.0,4.1610000134,18658925.58333333,3361884.5281170327
batches_260130\batch_31\N019_V4373_PE4702_53deg,4373,53,4702,765.7609422557138,684.1134501941978,24060000.0,4.6069991589,22260274.666666664,6702177.54002019
batches_260130\batch_31\N020_V5376_PE5688_52deg,5376,52,5688,697.0263787114185,501.0372066920739,21490000.0,4.2069990635,32333425.416666664,8765116.79455674
batches_260130\batch_31\N021_V1885_PE1300_30deg,1885,30,1300,170.36192848291537,169.751984351317,6052000.0,3.9719996452,26272133.666666668,2042904.0923755728
batches_260130\batch_31\N022_V2355_PE1688_31deg,2355,31,1688,394.9150584962099,175.20499032460896,9022000.0,5.797999382,28042927.75,2699524.0217963057
batches_260130\batch_31\N023_V4086_PE4019_47deg,4086,47,4019,776.8323590576102,719.5175330245426,27800000.0,5.5740010739,17431471.583333332,6334797.325236687
batches_260130\batch_31\N024_V1428_PE1439_49deg,1428,49,1439,348.17190565198285,219.07392866078547,10340000.0,3.7759988308,17488709.833333336,2461536.123108265
batches_260130\batch_31\N025_V4798_PE5012_51deg,4798,51,5012,774.2647354087819,721.2666886042362,24880000.0,4.807000160199999,17509845.666666664,6732240.806659647
batches_260130\batch_31\N026_V2545_PE1761_30deg,2545,30,1761,430.64883124445606,279.9663590846819,12240000.0,5.236000061,23704330.73958333,3693953.622786358
batches_260130\batch_31\N027_V3498_PE3931_57deg,3498,57,3931,755.6689356194038,380.7014874424053,17330000.0,4.4520008564,17669961.916666664,4821353.497672893
batches_260130\batch_31\N029_V5184_PE6007_60deg,5184,60,6007,770.1822950704272,480.2379486849077,19340000.0,4.4489989281,20938393.0,5979437.840542159
batches_260130\batch_31\N031_V1428_PE1135_35deg,1428,35,1135,234.1967801491089,140.2689710781296,6518000.0,5.312999725299999,30249408.0,2508043.122200848
batches_260130\batch_31\N032_V3740_PE2566_30deg,3740,30,2566,745.1188859265762,508.65865228452543,21410000.0,5.3890008927,22705669.33333333,5065005.554264925
batches_260130\batch_31\N033_V771_PE729_45deg,771,45,729,140.98976396582984,63.07655337761192,3653000.0,3.2019987107000003,22514378.666666664,924782.7103742276
batches_260130\batch_31\N034_V4236_PE3906_43deg,4236,43,3906,782.5890613027765,773.0884918121772,31410000.0,5.496000051500001,20357947.33333333,6455856.319814207
batches_260130\batch_31\N035_V4287_PE3974_43deg,4287,43,3974,781.2641770351544,740.1624616903931,30180000.0,5.068000316699999,15329273.333333332,6294615.090082806
batches_260130\batch_31\N036_V1055_PE946_42deg,1055,42,946,152.33770737061073,77.79732769221724,4314000.0,3.6970000267,18102173.33333333,1293360.7393286042
batches_260130\batch_31\N037_V2822_PE3042_53deg,2822,53,3042,783.7135586943198,618.8291284523384,20420000.0,4.4369978905,16227104.833333332,5207185.604932286
batches_260130\batch_31\N038_V766_PE677_41deg,766,41,677,81.69639154153589,109.68333530918052,3480000.0,3.4010000229,25083690.666666664,727435.9798164768
batches_260130\batch_31\N039_V1890_PE1967_50deg,1890,50,1967,482.2772343785872,370.54077126837984,14170000.0,4.3149991035,17963339.229166668,3059317.163371226
batches_260130\batch_31\N040_V3342_PE3776_58deg,3342,58,3776,774.9337140494398,495.54204823488647,18960000.0,4.4810011387,31242408.0,5574827.975040438
batches_260130\batch_31\N041_V5041_PE3881_34deg,5041,34,3881,768.04801911988,711.1635202418936,35020000.0,6.14599967,23104147.791666664,8104624.89845296
batches_260130\batch_31\N042_V3195_PE2901_42deg,3195,42,2901,759.8690151033414,621.5529699497133,22070000.0,4.813999175999999,21821694.375,6361380.405955632
batches_260130\batch_31\N043_V5310_PE5078_45deg,5310,45,5078,774.0280057912208,725.3680157139044,29460000.0,6.0460021496,24346645.33333333,8157456.592413178
batches_260130\batch_31\N044_V3124_PE2174_30deg,3124,30,2174,467.5895035272533,306.4100709575799,12860000.0,5.318000316599999,27039372.416666664,3489221.730124831
batches_260130\batch_31\N045_V2128_PE2347_55deg,2128,55,2347,646.0277021713056,466.2769876977061,17070000.0,4.412001133,20328162.0,4162081.656426709
batches_260130\batch_31\N046_V5344_PE6178_60deg,5344,60,6178,569.1306927310634,290.93038767610915,15340000.0,4.4099998474,32793600.33333333,7405048.57137626
batches_260130\batch_31\N047_V2342_PE1676_31deg,2342,31,1676,439.4344251680139,194.95517141391076,10470000.0,6.181999921800001,25103205.92708333,3294002.8922605
batches_260130\batch_31\N048_V2977_PE2784_44deg,2977,44,2784,780.346772218122,657.0134557849963,21740000.0,4.4640007019,18685595.5,4954460.558363557
batches_260130\batch_31\N049_V3658_PE4108_57deg,3658,57,4108,773.3396531500001,652.7601495273703,20410000.0,4.0720009804,28068573.0,5528546.054636814
batches_260130\batch_32\N000_V2450_PE2756_57deg,2450,57,2756,598.0037702321114,539.582335566227,17570000.0,4.4870009422,22957236.666666664,4200472.870328042
batches_260130\batch_32\N001_V1185_PE1178_48deg,1185,48,1178,384.0757636069226,180.25406946816,9172000.0,4.3379991055,17084262.510416664,2103616.1992533403
batches_260130\batch_32\N002_V1142_PE1028_42deg,1142,42,1028,191.95162233194375,89.97657575536353,4533000.0,2.9239993095,17877501.333333332,1224753.3945362235
batches_260130\batch_32\N003_V2601_PE2747_52deg,2601,52,2747,722.1245590885362,511.01944080298927,17950000.0,4.0319998264,18025680.83333333,4819890.4395489935
batches_260130\batch_32\N005_V4667_PE4172_41deg,4667,41,4172,770.0279300611018,737.8877472129934,24690000.0,5.3630011082,22423144.0,7139415.208933524
batches_260130\batch_32\N006_V1153_PE929_36deg,1153,36,929,218.9987758235804,152.45273094875895,6170000.0,5.0050003528,20731016.0,1447891.2587909787
batches_260130\batch_32\N007_V4593_PE3934_39deg,4593,39,3934,782.3957982149644,747.4795642580814,34610000.0,5.086997509,16495031.916666664,6557979.156499149
batches_260130\batch_32\N008_V2684_PE2764_50deg,2684,50,2764,646.0105441579279,569.9612954628941,20280000.0,3.8229997158,17746706.666666664,4172444.831987052
batches_260130\batch_32\N009_V3879_PE3605_43deg,3879,43,3605,778.9187454274044,704.0520474009237,28340000.0,5.336000204099999,17492105.5,6087962.712081501
batches_260130\batch_32\N011_V3932_PE3368_39deg,3932,39,3368,780.2392887531521,711.3122234687677,28330000.0,4.807998895600001,26845213.95833333,6628842.865190046
batches_260130\batch_32\N012_V1606_PE1504_43deg,1606,43,1504,331.8305086860116,235.24906074456428,9234000.0,5.2639985085,27576625.0,2941896.191575963
batches_260130\batch_32\N013_V3413_PE3050_41deg,3413,41,3050,774.3873710061054,716.9490291244929,25200000.0,4.7790002823,27511890.166666664,6417526.043341392
batches_260130\batch_32\N014_V3299_PE3837_60deg,3299,60,3837,775.4568904338894,394.74039294218335,17110000.0,3.9710011482,21876469.916666664,4065155.169871982
batches_260130\batch_32\N015_V3349_PE2754_37deg,3349,37,2754,783.0321071227171,614.3337949765769,21110000.0,4.4660012722,17826448.249999996,4434628.135130089
batches_260130\batch_32\N017_V2368_PE2186_43deg,2368,43,2186,557.5718561145333,445.0144394278691,18000000.0,3.9210002423,22484953.041666668,3418337.056144379
batches_260130\batch_32\N018_V2091_PE1711_37deg,2091,37,1711,390.97718956413416,228.89047177123567,9590000.0,3.2880001068,24570726.375,2877693.468286101
batches_260130\batch_32\N020_V4903_PE4696_45deg,4903,45,4696,768.2079432717175,729.6054963345598,30030000.0,5.029000997600001,25106864.666666664,6786906.526596995
batches_260130\batch_32\N021_V1186_PE870_32deg,1186,32,870,80.56069692390207,87.66393715542544,3231000.0,4.1499996185,25904474.666666664,1432101.501102875
batches_260130\batch_32\N022_V3430_PE3264_45deg,3430,45,3264,766.2338581362472,680.5085202070205,24180000.0,4.005999088299999,31708662.666666664,6343937.182208568
batches_260130\batch_32\N023_V3133_PE3107_47deg,3133,47,3107,748.0470037632159,667.3539600297037,21200000.0,4.1080002785,19392239.875,5473275.666093357
batches_260130\batch_32\N025_V4815_PE4685_46deg,4815,46,4685,770.1108840601212,714.6937098663537,23590000.0,4.2600011826,24589489.33333333,7530944.67425945
batches_260130\batch_32\N027_V4174_PE4010_45deg,4174,45,4010,783.4143102546481,721.4141622673842,29310000.0,5.336000204099999,21981331.104166664,5918156.87796214
batches_260130\batch_32\N028_V1518_PE1314_40deg,1518,40,1314,387.3749262628267,133.81542173360958,7862000.0,3.6539998055,24569739.1875,2130039.3689483097
batches_260130\batch_32\N029_V2326_PE2069_41deg,2326,41,2069,502.2954323002456,329.48474076619306,13640000.0,3.7960009575,25767071.333333336,3526343.755279521
batches_260130\batch_32\N030_V1849_PE1652_41deg,1849,41,1652,390.0803299028872,247.85986864838875,10270000.0,4.3399989605,24299337.14583333,2843871.239606824
batches_260130\batch_32\N031_V4456_PE3328_33deg,4456,33,3328,782.9765772113309,692.5718557443096,27400000.0,5.6829998494,18698805.25,6264517.753712134
batches_260130\batch_32\N032_V1675_PE1856_55deg,1675,55,1856,331.4194839282119,371.7204677959579,12640000.0,4.2179999352,15806869.333333332,2849554.7241552803
batches_260130\batch_32\N034_V2991_PE2993_48deg,2991,48,2993,772.9749603832124,677.6681101373459,23620000.0,4.6449997425000005,21685386.3125,5960001.429534912
batches_260130\batch_32\N036_V1552_PE1632_51deg,1552,51,1632,453.3950183724653,331.9713679342381,14020000.0,4.107998847999999,19685167.25,2548057.298829671
batches_260130\batch_32\N037_V2160_PE1836_39deg,2160,39,1836,593.7961720363857,416.9771808856682,15890000.0,4.7839977741,26119968.58333333,3975624.008156025
batches_260130\batch_32\N038_V2084_PE2077_48deg,2084,48,2077,377.8692747176708,338.7008519405363,13720000.0,4.1180009842,22316113.25,3382547.167300002
batches_260130\batch_32\N039_V3803_PE3639_45deg,3803,45,3639,776.403561443416,744.6312827217569,33300000.0,5.2500004769,24603582.14583333,6768332.297903113
batches_260130\batch_32\N040_V5129_PE5699_56deg,5129,56,5699,766.3869672429329,626.6552350583097,22850000.0,4.4749999046,19761056.83333333,5705995.0289803855
batches_260130\batch_32\N041_V5026_PE5123_49deg,5026,49,5123,770.879626972932,666.9674101190338,23510000.0,4.960999012,32137367.33333333,7923241.211499212
batches_260130\batch_32\N042_V5322_PE5176_46deg,5322,46,5176,738.6001141003187,715.9943958072162,23490000.0,5.858000278499999,23951241.33333333,8241055.097321591
batches_260130\batch_32\N043_V2626_PE2698_50deg,2626,50,2698,768.1315543234031,651.9595941124269,22870000.0,4.611000061,17346741.208333332,4609366.736364426
batches_260130\batch_32\N044_V2417_PE2685_56deg,2417,56,2685,632.225946449382,404.84952421048496,14620000.0,4.6709997654,17071574.791666664,3250270.052683274
250407_total_random_batch_3_4\batch_03\N000_V1789_PE1931_54deg,1789,54,1931,503.78610555108907,296.35622978659046,12860000.0,4.5409998894,17433993.041666664,3097150.8047079053
250407_total_random_batch_3_4\batch_03\N001_V4233_PE4648_55deg,4233,55,4648,772.4929489479937,659.3091202192971,23170000.0,4.3339989185,19232448.666666664,5970869.061804163
250407_total_random_batch_3_4\batch_03\N002_V4259_PE4347_49deg,4259,49,4347,778.879319803114,741.8618598335023,26120000.0,4.9479999542,18716566.83333333,6110765.6435879655
250407_total_random_batch_3_4\batch_03\N003_V5199_PE4635_41deg,5199,41,4635,761.3220405637367,728.9863830618747,28120000.0,4.547999858799999,30951503.33333333,6897271.9005423095
250407_total_random_batch_3_4\batch_03\N004_V4587_PE4461_46deg,4587,46,4461,774.1683370397614,644.9338971338877,21630000.0,4.308000803,16620224.749999998,5347899.800006101
250407_total_random_batch_3_4\batch_03\N005_V1159_PE910_35deg,1159,35,910,215.61723315151377,90.93386878642866,5209000.0,4.879000187000001,23185476.0,1265023.8735707365
250407_total_random_batch_3_4\batch_03\N006_V4935_PE5356_54deg,4935,54,5356,771.7598216481508,623.1389928112154,20820000.0,4.5179991722,23253674.33333333,6258304.449320455
250407_total_random_batch_3_4\batch_03\N007_V651_PE631_46deg,651,46,631,59.86737196786276,105.76045070978992,4328000.0,2.9700002670000005,17161244.541666664,1259448.9937721335
250407_total_random_batch_3_4\batch_03\N008_V2638_PE2967_57deg,2638,57,2967,779.8713722213444,615.5364093185132,19650000.0,3.6890001297,16149121.666666666,4302746.703451813
250407_total_random_batch_3_4\batch_03\N009_V3873_PE2818_32deg,3873,32,2818,751.5534305606102,601.8084449698591,21810000.0,5.798000097300001,25095872.0,5200041.421932394
250407_total_random_batch_3_4\batch_03\N010_V4313_PE4988_60deg,4313,60,4988,765.3378151470537,490.218815975603,18790000.0,4.5539999008,19456792.0,5130329.514398424
250407_total_random_batch_3_4\batch_03\N011_V1433_PE1471_49deg,1433,49,1471,316.0354823005529,212.2461308050996,9956000.0,4.6069989204,19440345.71875,2299799.4874244137
250407_total_random_batch_3_4\batch_03\N012_V1721_PE1899_56deg,1721,56,1899,569.3602370849912,271.3599121384738,12480000.0,4.441999197,22428176.08333333,3471189.371283638
250407_total_random_batch_3_4\batch_03\N014_V4822_PE3342_30deg,4822,30,3342,762.0021833994559,686.3585944365927,29310000.0,5.9910011292,25259649.33333333,7871036.995092878
250407_total_random_batch_3_4\batch_03\N015_V3885_PE4031_51deg,3885,51,4031,775.1661608533938,668.0016278857825,22040000.0,4.4750008584000005,31500932.83333333,5220855.403729196
250407_total_random_batch_3_4\batch_03\N016_V4060_PE4361_53deg,4060,53,4361,770.5358835140739,666.7160943515321,24290000.0,5.0670011044,21454745.666666664,6505843.723803261
250407_total_random_batch_3_4\batch_03\N017_V5299_PE5951_57deg,5299,57,5951,762.9356041747144,610.1311784094933,21490000.0,4.3649981021,20119591.33333333,6756338.188066221
250407_total_random_batch_3_4\batch_03\N018_V3656_PE2747_33deg,3656,33,2747,734.0301760549816,588.6918997833727,21870000.0,5.0290002823,22462286.625,5436265.531313391
250407_total_random_batch_3_4\batch_03\N019_V2019_PE2289_58deg,2019,58,2289,534.6089029620327,488.9814370679426,16890000.0,4.0869989395,14987947.229166666,3753643.237763164
250407_total_random_batch_3_4\batch_03\N020_V2791_PE1987_31deg,2791,31,1987,676.5852583705582,346.0380256323632,15950000.0,5.3849992752,23411204.916666664,3794389.979505717
250407_total_random_batch_3_4\batch_03\N021_V2473_PE2045_37deg,2473,37,2045,336.09296944944214,353.3118614605372,12230000.0,5.3339998722,29482584.0,3887983.305699551
250407_total_random_batch_3_4\batch_03\N022_V3137_PE3634_60deg,3137,60,3634,759.0979741676874,505.57398913025065,20170000.0,4.2459998131,19874548.666666664,4971512.302410218
250407_total_random_batch_3_4\batch_03\N023_V2531_PE2329_43deg,2531,43,2329,713.3389895779013,467.0321578175325,17440000.0,4.292000055300001,20704244.666666664,4258293.84273139
250407_total_random_batch_3_4\batch_03\N024_V2974_PE2937_47deg,2974,47,2937,770.2648402312733,680.6851376625807,23640000.0,4.6490020752,19052758.666666664,4948838.93650408
250407_total_random_batch_3_4\batch_03\N025_V3355_PE3595_53deg,3355,53,3595,775.6043188537984,623.3352804718406,20420000.0,4.2529978752,16973182.666666664,5993742.542345707
250407_total_random_batch_3_4\batch_03\N026_V3071_PE2726_41deg,3071,41,2726,764.962662730165,628.9975369805202,21790000.0,4.8899989129,17348916.666666664,5117585.66295581
250407_total_random_batch_3_4\batch_03\N028_V3407_PE3409_48deg,3407,48,3409,783.1807433149327,686.8017527094527,25170000.0,4.8409981728,29201492.0,6065321.996132828
250407_total_random_batch_3_4\batch_03\N029_V2850_PE3273_60deg,2850,60,3273,784.614614023415,482.2299765107901,19110000.0,4.4020011425,14341448.499999998,5025296.693880396
250407_total_random_batch_3_4\batch_03\N030_V1861_PE1587_39deg,1861,39,1587,337.7260916000921,197.650386958314,8958000.0,3.8320000172,25820697.02083333,2580780.258919446
250407_total_random_batch_3_4\batch_03\N031_V2835_PE2921_50deg,2835,50,2921,780.4593790606607,614.6260176050783,19630000.0,4.001000166,18203286.0,4567620.719103872
250407_total_random_batch_3_4\batch_03\N032_V3545_PE2918_37deg,3545,37,2918,780.4455028003648,620.9986484205484,21430000.0,5.0849997998,19870397.25,4827574.621565932
250407_total_random_batch_3_4\batch_03\N033_V1641_PE1762_54deg,1641,54,1762,328.26869381206774,321.502627931692,12310000.0,4.5830001832,17147726.895833336,3089441.2457172265
250407_total_random_batch_3_4\batch_03\N034_V4491_PE3620_36deg,4491,36,3620,771.4300349875343,744.2356749665863,26590000.0,5.4380011558,18752706.83333333,7810488.49737657
250407_total_random_batch_3_4\batch_03\N035_V1140_PE1113_46deg,1140,46,1113,205.66975924452305,97.6110305049147,5759000.0,2.9460012912999995,23023894.83333333,1108630.0233398746
250407_total_random_batch_3_4\batch_03\N036_V1264_PE1228_46deg,1264,46,1228,310.4004383433058,155.7227193373241,7873000.0,4.0559997559,22773744.0,2337796.352082791
250407_total_random_batch_3_4\batch_03\N037_V2414_PE2750_58deg,2414,58,2750,660.0309858026385,560.2948024554813,18580000.0,4.1429989338,17957202.75,3435311.349791117
250407_total_random_batch_3_4\batch_03\N038_V2386_PE2058_39deg,2386,39,2058,460.2433419761429,425.9617607218841,13320000.0,4.107000112500001,23057189.270833336,3349399.643587462
250407_total_random_batch_3_4\batch_03\N039_V3725_PE3261_40deg,3725,40,3261,775.6387946491211,730.660647274673,26530000.0,4.9100003242,20570052.666666664,6249965.828636711
250407_total_random_batch_3_4\batch_03\N040_V3922_PE4199_53deg,3922,53,4199,684.4821695540838,666.6783722475827,22360000.0,4.385999918,24367791.33333333,6311055.893845754
250407_total_random_batch_3_4\batch_03\N041_V3290_PE2654_36deg,3290,36,2654,682.9811636144715,595.5830203272941,21270000.0,5.3030011654,22637504.0,5489606.263183911
250407_total_random_batch_3_4\batch_03\N042_V3371_PE3493_50deg,3371,50,3493,437.63952868538126,707.9184598030928,23280000.0,4.456001043400001,19338713.33333333,5449339.581556816
250407_total_random_batch_3_4\batch_03\N044_V882_PE713_37deg,882,37,713,102.54190034427216,25.04591241775881,2604000.0,3.664000988,20135466.338543333,715245.4541881355
250407_total_random_batch_3_4\batch_03\N045_V2284_PE2116_43deg,2284,43,2116,536.7154169592225,257.4502331077478,13110000.0,4.6489987373,24672560.15885333,3143815.80758748
250407_total_random_batch_3_4\batch_03\N046_V2642_PE2162_37deg,2642,37,2162,599.2186005240247,408.4734087490969,16080000.0,4.9880001545,24610687.30208333,4020814.500506723
250407_total_random_batch_3_4\batch_03\N047_V3551_PE3787_53deg,3551,53,3787,770.2162981578967,614.5708378900435,21890000.0,4.5039982796,16003675.25,5697335.577921741
250407_total_random_batch_3_4\batch_03\N048_V4946_PE4320_40deg,4946,40,4320,772.203974250716,759.4194637399459,27070000.0,4.8639998436,19704321.625,6313775.181587851
250407_total_random_batch_3_4\batch_03\N049_V2522_PE2099_38deg,2522,38,2099,439.1784288918409,376.5990922405312,13410000.0,4.3490018844,24625360.0,3837013.215389181
250407_total_random_batch_3_4\batch_04\N000_V4762_PE4238_41deg,4762,41,4238,765.6217181347698,766.353232055055,25950000.0,5.379000425299999,23705519.33333333,6189629.085267868
250407_total_random_batch_3_4\batch_04\N001_V2851_PE2944_50deg,2851,50,2944,778.0074194167724,598.007023009151,23040000.0,4.5430011749000005,24706550.48958333,4968157.384464955
250407_total_random_batch_3_4\batch_04\N002_V2986_PE2956_47deg,2986,47,2956,770.0879538391973,628.2057045696359,21650000.0,4.6929991246,18333930.666666664,5543109.252263619
250407_total_random_batch_3_4\batch_04\N003_V3134_PE2175_30deg,3134,30,2175,722.0397168228142,386.7170417489805,17530000.0,5.1619999409,15230397.145833332,4072525.431133105
250407_total_random_batch_3_4\batch_04\N004_V4602_PE5267_59deg,4602,59,5267,659.2982160229633,547.2676315135124,19140000.0,4.5899999142,25538585.0,5278708.368643431
250407_total_random_batch_3_4\batch_04\N005_V4632_PE4492_46deg,4632,46,4492,763.7526599870469,752.1383733384739,26950000.0,5.5029993058,19505389.0,6977239.308809249
250407_total_random_batch_3_4\batch_04\N006_V4962_PE3988_36deg,4962,36,3988,766.7125896348093,744.7378898701295,29080000.0,5.976998805999999,29184057.58637492,7894382.771028968
250407_total_random_batch_3_4\batch_04\N007_V2773_PE2269_37deg,2773,37,2269,380.4698511367603,336.95074986751814,11120000.0,4.441001653700001,27672339.916666668,2602557.6286757397
250407_total_random_batch_3_4\batch_04\N008_V1807_PE1498_38deg,1807,38,1498,327.00416427847995,192.1083515392261,8509000.0,4.656001091,29498040.0,2123805.833627755
250407_total_random_batch_3_4\batch_04\N010_V3988_PE3958_47deg,3988,47,3958,775.1504013341417,686.6945000047583,24040000.0,4.0490009785000005,20925199.33333333,5672275.758243766
250407_total_random_batch_3_4\batch_04\N011_V4074_PE4520_56deg,4074,56,4520,774.8000854467023,633.6844150338011,22100000.0,4.5510001183,20395882.166666668,5011178.2889795005
250407_total_random_batch_3_4\batch_04\N012_V1084_PE1141_51deg,1084,51,1141,340.15030588668986,175.26048205591425,9344000.0,3.4940009117,17975577.125,2355435.605083317
250407_total_random_batch_3_4\batch_04\N013_V920_PE882_44deg,920,44,882,125.29830910587796,148.68648797128452,5698000.0,3.9279999733,22556591.09375,1677521.629783911
250407_total_random_batch_3_4\batch_04\N014_V4224_PE3818_42deg,4224,42,3818,779.1827881170665,733.7882282331386,30500000.0,4.963000535999999,17444647.166666668,7085545.60130556
250407_total_random_batch_3_4\batch_04\N015_V4170_PE3661_40deg,4170,40,3661,768.8810882156513,692.2856721438054,24950000.0,5.1550021172000005,34895258.666666664,6600763.345613958
250407_total_random_batch_3_4\batch_04\N017_V1903_PE1772_44deg,1903,44,1772,470.2814886985388,298.8291397680807,12220000.0,4.5239999294,21607827.604166668,2796351.866267903
250407_total_random_batch_3_4\batch_04\N018_V2292_PE2435_52deg,2292,52,2435,769.4565812359891,448.38383291514975,18230000.0,4.1779987812,16867617.854166664,3994140.677021561
250407_total_random_batch_3_4\batch_04\N019_V2516_PE1872_33deg,2516,33,1872,447.9575722795267,263.79762497353977,10900000.0,5.399999856900001,25643880.33333333,2937319.052481192
250407_total_random_batch_3_4\batch_04\N020_V3703_PE3287_41deg,3703,41,3287,775.6872418827147,702.2145756830971,28590000.0,5.1880002022,17759493.614583332,6216816.776212776
250407_total_random_batch_3_4\batch_04\N021_V4071_PE3951_46deg,4071,46,3951,780.3048416802188,740.9199919293796,29380000.0,4.7099988461,26639180.0,6425443.628070452
250407_total_random_batch_3_4\batch_04\N022_V1706_PE1953_60deg,1706,60,1953,558.7555755753011,322.5938201892014,13300000.0,4.015998125099999,13541024.604166666,2576912.163349666
250407_total_random_batch_3_4\batch_04\N023_V2849_PE2081_32deg,2849,32,2081,676.7110613283287,437.12708707700256,16990000.0,5.085000515000001,22023181.17708333,4054690.727822329
250407_total_random_batch_3_4\batch_04\N024_V2473_PE1916_34deg,2473,34,1916,525.0100763402849,324.46057090808023,12710000.0,4.8050003051,26622699.83333333,3205166.0188306505
250407_total_random_batch_3_4\batch_04\N026_V1163_PE1261_53deg,1163,53,1261,363.822722841052,215.92674981236323,10590000.0,4.4650008679,34359980.666666664,2986855.0818556133
250407_total_random_batch_3_4\batch_04\N027_V1878_PE1449_34deg,1878,34,1449,341.2000259495834,210.086200574724,8594000.0,4.3290009498,26658909.38020833,2635820.914797959
250407_total_random_batch_3_4\batch_04\N028_V3071_PE2255_32deg,3071,32,2255,733.7979807469058,484.1221222182464,19720000.0,5.5320000649,25664746.0,4801940.380359621
250407_total_random_batch_3_4\batch_04\N029_V1598_PE1510_44deg,1598,44,1510,296.5204080784843,229.7700010952805,9103000.0,4.484999179800001,25652912.791666664,2236110.003094095
250407_total_random_batch_3_4\batch_04\N030_V2278_PE2517_56deg,2278,56,2517,777.357483581663,277.06828182659984,16150000.0,4.053000211700001,16436957.0,3539745.271901314
250407_total_random_batch_3_4\batch_04\N031_V2402_PE2593_53deg,2402,53,2593,440.43022907930106,565.5316061737952,18040000.0,4.7479991913,17759440.0,4999764.1996993385
250407_total_random_batch_3_4\batch_04\N032_V4353_PE4992_59deg,4353,59,4992,777.8304217680434,634.0825958349819,21460000.0,4.9159998893,23402706.33333333,6178482.018083479
250407_total_random_batch_3_4\batch_04\N033_V3294_PE2464_33deg,3294,33,2464,768.6195510361885,568.7628665643574,22060000.0,5.5179989338,22085278.666666664,6483159.732718426
250407_total_random_batch_3_4\batch_04\N034_V3963_PE2825_31deg,3963,31,2825,761.3988827197081,626.1861786313852,22960000.0,6.075998783199999,21003712.75,5671704.722262064
250407_total_random_batch_3_4\batch_04\N035_V1728_PE2004_60deg,1728,60,2004,546.7920155190258,393.9450442276176,13870000.0,3.1860010624,17861863.833333332,2553583.19671209
